TIME;IOITSecure447 > R Ph Voltage;IOITSecure447 > Y Ph Voltage;IOITSecure447 > B Ph Voltage;IOITSecure447 > Average Phase Voltage;IOITSecure447 > RY Line Voltage;IOITSecure447 > YB Line Voltage;IOITSecure447 > BR Line Voltage;IOITSecure447 > R Phase Line current ;IOITSecure447 > Y Phase Line current ;IOITSecure447 > B Phase Line current ;IOITSecure447 > Neutral Line current  ;IOITSecure447 > R Phase Active Current;IOITSecure447 > Y Phase Active Current;IOITSecure447 > B Phase Active Current;IOITSecure447 > R Phase Reactive Current;IOITSecure447 > Y Phase Reactive Current;IOITSecure447 > B Phase Reactive Current;IOITSecure447 > R- Phase Active Power;IOITSecure447 > Y- Phase Active Power;IOITSecure447 > B- Phase Active Power;IOITSecure447 > 3 Phase Active Power;IOITSecure447 > R- Phase Reactive Power;IOITSecure447 > Y- Phase Reactive Power;IOITSecure447 > B- Phase Reactive Power;IOITSecure447 > 3 Phase Reactive Power;IOITSecure447 > R- Phase Apparent Power;IOITSecure447 > Y- Phase Apparent Power;IOITSecure447 > B- Phase Apparent Power;IOITSecure447 > 3 Phase Apparent  Power
10/04/2024 00:00:04;233.47;233.24;236.30;234.33;405.44;404.60;407.73;32.23;37.80;21.75;15.39;28.50;34.57;21.69;15.08;15.34;-2.34;6.58;8.02;5.06;19.68;3.51;3.57;-0.55;6.53;7.52;8.81;5.17;20.89
10/04/2024 00:00:14;233.46;233.12;236.35;234.40;405.55;404.58;407.83;32.20;38.24;21.95;15.04;28.47;35.10;21.73;15.05;15.30;-2.26;6.58;8.02;5.06;19.68;3.51;3.57;-0.55;6.53;7.52;8.81;5.17;20.89
10/04/2024 00:00:24;233.46;233.12;236.35;234.40;405.55;404.58;407.83;32.20;38.24;21.95;15.04;28.47;35.10;21.73;15.05;15.30;-2.26;6.58;8.18;5.07;19.84;3.51;3.56;-0.54;6.54;7.53;9.03;5.17;21.14
10/04/2024 00:00:34;233.51;233.04;236.23;234.26;405.19;404.28;407.36;32.23;39.23;21.71;14.98;28.48;36.07;21.58;15.14;15.33;-2.28;6.60;8.36;5.07;20.01;3.52;3.59;-0.54;6.54;7.53;9.03;5.17;21.14
10/04/2024 00:00:44;233.51;233.04;236.23;234.26;405.19;404.28;407.36;32.23;39.23;21.71;14.98;28.48;36.07;21.58;15.14;15.33;-2.28;6.60;8.36;5.07;20.01;3.52;3.59;-0.54;6.58;7.54;9.14;5.14;21.27
10/04/2024 00:00:54;233.66;233.11;236.38;234.42;405.63;404.69;407.95;32.24;39.31;21.75;14.91;28.51;36.15;21.65;15.13;15.45;-2.30;6.60;8.40;5.05;20.05;3.53;3.60;-0.54;6.59;7.56;9.18;5.15;21.28
10/04/2024 00:01:04;233.85;233.30;236.54;234.56;405.71;404.69;407.95;32.24;39.31;21.75;14.91;28.51;36.15;21.65;15.13;15.45;-2.30;6.60;8.40;5.05;20.05;3.53;3.60;-0.54;6.59;7.56;9.18;5.15;21.28
10/04/2024 00:01:14;233.85;233.30;236.54;234.56;405.71;404.79;407.88;32.29;39.60;21.83;14.77;28.54;36.55;21.70;15.12;15.40;-2.29;6.60;8.48;5.08;20.15;3.53;3.59;-0.53;6.58;7.54;9.23;5.15;21.34
10/04/2024 00:01:24;233.61;233.01;236.15;234.15;405.10;404.28;407.32;32.20;39.67;21.85;14.67;28.38;36.71;21.63;15.12;15.40;-2.29;6.60;8.48;5.08;20.15;3.53;3.59;-0.53;6.58;7.54;9.23;5.15;21.34
10/04/2024 00:01:34;233.61;233.01;236.15;234.15;405.10;404.28;407.32;32.20;39.67;21.85;14.67;28.38;36.71;21.63;15.16;15.34;-2.28;6.59;8.51;5.07;20.16;3.53;3.59;-0.53;6.58;7.53;9.29;5.14;21.37
10/04/2024 00:01:44;233.44;232.70;236.09;234.05;404.88;403.99;407.25;32.29;39.89;21.79;14.66;28.40;36.84;21.65;15.10;15.33;-2.24;6.58;8.52;5.07;20.16;3.53;3.59;-0.53;6.58;7.53;9.29;5.14;21.37
10/04/2024 00:01:54;233.44;232.70;236.09;234.05;404.88;403.99;407.25;32.29;39.89;21.79;14.66;28.40;36.84;21.65;15.10;15.33;-2.24;6.58;8.52;5.09;20.19;3.53;3.56;-0.53;6.60;7.53;9.28;5.13;21.34
10/04/2024 00:02:04;233.35;232.64;236.14;234.15;405.11;404.17;407.41;32.17;39.81;21.81;14.57;28.47;36.77;21.68;15.11;15.37;-2.23;6.60;8.50;5.05;20.15;3.53;3.57;-0.53;6.60;7.55;9.27;5.16;21.34
10/04/2024 00:02:14;233.35;232.64;236.14;234.15;405.11;404.17;407.41;32.17;39.81;21.81;14.57;28.47;36.77;21.68;15.11;15.37;-2.23;6.60;8.50;5.05;20.15;3.53;3.57;-0.53;6.60;7.55;9.27;5.16;21.41
10/04/2024 00:02:24;233.47;232.55;235.99;233.84;404.57;403.53;406.93;32.31;39.91;22.03;14.76;28.47;36.86;21.72;15.13;15.34;-2.20;6.58;8.52;5.05;20.15;3.50;3.57;-0.53;6.56;7.48;9.28;5.15;21.36
