TIME;IOITSecure447 > R Ph Voltage;IOITSecure447 > Y Ph Voltage;IOITSecure447 > B Ph Voltage;IOITSecure447 > Average Phase Voltage;IOITSecure447 > RY Line Voltage;IOITSecure447 > YB Line Voltage;IOITSecure447 > BR Line Voltage;IOITSecure447 > R Phase Line current ;IOITSecure447 > Y Phase Line current ;IOITSecure447 > B Phase Line current ;IOITSecure447 > Neutral Line current  ;IOITSecure447 > R Phase Active Current;IOITSecure447 > Y Phase Active Current;IOITSecure447 > B Phase Active Current;IOITSecure447 > R Phase Reactive Current;IOITSecure447 > Y Phase Reactive Current;IOITSecure447 > B Phase Reactive Current;IOITSecure447 > R- Phase Active Power;IOITSecure447 > Y- Phase Active Power;IOITSecure447 > B- Phase Active Power;IOITSecure447 > 3 Phase Active Power;IOITSecure447 > R- Phase Reactive Power;IOITSecure447 > Y- Phase Reactive Power;IOITSecure447 > B- Phase Reactive Power;IOITSecure447 > 3 Phase Reactive Power;IOITSecure447 > R- Phase Apparent Power;IOITSecure447 > Y- Phase Apparent Power;IOITSecure447 > B- Phase Apparent Power;IOITSecure447 > 3 Phase Apparent  Power
12/04/2024 00:00:04;227.67;228.11;229.13;228.30;395.76;394.15;396.53;29.93;31.85;24.72;11.16;27.28;29.10;24.68;12.61;12.93;0.16;6.12;6.60;5.59;18.32;2.87;2.95;0.04;5.86;6.84;7.26;5.68;19.41
12/04/2024 00:00:14;228.04;228.55;229.43;228.68;395.76;394.15;396.53;29.93;31.85;24.72;11.16;27.28;29.10;24.68;12.61;12.93;0.16;6.12;6.60;5.59;18.32;2.87;2.95;0.04;5.86;6.84;7.26;5.68;19.41
12/04/2024 00:00:24;228.04;228.55;229.43;228.68;396.51;394.83;397.02;29.99;31.82;24.52;11.22;27.26;29.15;24.51;12.60;12.93;0.15;6.16;6.60;5.61;18.37;2.88;2.96;0.02;5.86;6.86;7.30;5.69;19.46
12/04/2024 00:00:34;228.10;228.53;229.41;228.68;396.48;394.65;396.94;29.96;32.08;24.60;11.04;27.19;29.25;24.51;12.60;12.93;0.15;6.16;6.60;5.61;18.37;2.88;2.96;0.02;5.86;6.86;7.30;5.69;19.46
12/04/2024 00:00:44;228.24;228.53;229.41;228.68;396.48;394.65;396.94;29.96;32.08;24.60;11.04;27.19;29.25;24.74;12.59;12.84;0.12;6.11;6.66;5.59;18.38;2.88;2.94;0.04;5.87;6.85;7.32;5.65;19.47
12/04/2024 00:00:54;228.24;228.68;229.56;228.85;396.72;394.81;397.22;30.03;33.31;24.84;10.71;27.11;35.26;24.56;12.63;14.16;0.17;6.14;7.83;5.59;18.38;2.88;2.94;0.04;5.87;6.85;7.32;5.65;19.47
12/04/2024 00:01:04;228.24;228.68;229.56;228.85;396.72;394.81;397.22;30.03;33.31;24.84;10.71;27.11;35.26;24.56;12.63;14.16;0.17;6.14;7.83;5.58;19.58;2.90;3.20;0.05;6.12;6.83;8.56;5.66;20.73
12/04/2024 00:01:14;228.45;227.35;229.57;228.47;395.94;394.42;397.05;29.98;38.52;24.71;9.44;27.14;35.71;24.71;14.34;14.08;0.20;6.39;7.99;5.59;19.96;3.15;3.19;0.04;6.40;7.21;8.61;5.66;20.73
12/04/2024 00:01:24;228.45;227.35;229.57;228.47;395.94;394.42;397.05;29.98;38.52;24.71;9.44;27.14;35.71;24.71;14.34;14.08;0.20;6.39;7.99;5.59;19.96;3.15;3.19;0.04;6.40;7.21;8.61;5.66;21.11
12/04/2024 00:01:34;228.45;227.89;229.90;228.72;396.30;394.79;397.48;31.38;37.55;24.54;10.27;28.16;34.85;24.57;13.80;14.08;0.24;6.39;7.93;5.60;19.95;3.15;3.21;0.04;6.42;7.16;8.59;5.68;21.08
12/04/2024 00:01:44;228.22;227.53;229.71;228.49;395.65;394.27;397.00;31.37;37.90;24.54;10.27;28.16;34.85;24.57;13.80;14.08;0.24;6.39;7.93;5.60;19.95;3.15;3.21;0.04;6.42;7.16;8.59;5.68;21.08
12/04/2024 00:01:54;228.22;227.53;229.71;228.49;395.65;394.27;397.00;31.37;37.90;24.56;10.08;28.12;35.19;24.56;13.80;14.04;0.24;6.36;7.94;5.57;19.83;3.16;3.20;0.06;6.41;7.16;8.59;5.64;21.00
12/04/2024 00:02:04;227.97;227.32;229.50;228.27;395.34;394.01;396.96;31.37;37.61;24.70;10.04;28.15;34.91;24.74;13.82;14.12;0.24;6.36;7.94;5.57;19.83;3.16;3.20;0.06;6.41;7.16;8.59;5.64;21.00
12/04/2024 00:02:14;227.97;227.32;229.50;228.27;395.34;394.01;396.96;31.37;37.61;24.70;10.04;28.15;34.91;24.74;13.82;14.12;0.24;6.36;7.90;5.60;19.86;3.15;3.18;0.04;6.38;7.14;8.58;5.65;21.02
12/04/2024 00:02:24;227.97;227.26;229.56;228.26;395.14;394.03;396.66;31.44;38.16;24.65;10.13;28.23;35.44;24.52;13.81;14.03;0.24;6.37;8.01;5.57;19.96;3.14;3.18;0.04;6.38;7.14;8.58;5.65;21.02
