TIME;IOITSecure447 > R Ph Voltage;IOITSecure447 > Y Ph Voltage;IOITSecure447 > B Ph Voltage;IOITSecure447 > Average Phase Voltage;IOITSecure447 > RY Line Voltage;IOITSecure447 > YB Line Voltage;IOITSecure447 > BR Line Voltage;IOITSecure447 > R Phase Line current ;IOITSecure447 > Y Phase Line current ;IOITSecure447 > B Phase Line current ;IOITSecure447 > Neutral Line current  ;IOITSecure447 > R Phase Active Current;IOITSecure447 > Y Phase Active Current;IOITSecure447 > B Phase Active Current;IOITSecure447 > R Phase Reactive Current;IOITSecure447 > Y Phase Reactive Current;IOITSecure447 > B Phase Reactive Current;IOITSecure447 > R- Phase Active Power;IOITSecure447 > Y- Phase Active Power;IOITSecure447 > B- Phase Active Power;IOITSecure447 > 3 Phase Active Power;IOITSecure447 > R- Phase Reactive Power;IOITSecure447 > Y- Phase Reactive Power;IOITSecure447 > B- Phase Reactive Power;IOITSecure447 > 3 Phase Reactive Power;IOITSecure447 > R- Phase Apparent Power;IOITSecure447 > Y- Phase Apparent Power;IOITSecure447 > B- Phase Apparent Power;IOITSecure447 > 3 Phase Apparent  Power
14/04/2024 00:00:00;229.09;229.72;230.89;229.88;398.23;396.91;399.32;30.90;30.29;22.75;13.57;27.84;27.02;22.74;13.79;12.55;0.29;6.31;6.16;5.19;17.67;3.17;2.89;0.07;6.12;7.10;6.85;5.25;18.82
14/04/2024 00:00:10;229.09;229.72;230.89;229.88;398.23;396.91;399.32;30.90;30.29;22.75;13.26;27.86;27.53;22.75;13.93;12.52;0.30;6.29;6.28;5.19;17.78;3.17;2.87;0.07;6.11;7.10;6.98;5.25;18.96
14/04/2024 00:00:20;229.09;229.51;230.89;229.84;398.11;396.81;399.32;31.06;30.96;22.71;12.69;27.79;28.28;22.71;13.89;12.54;0.26;6.29;6.28;5.19;17.78;3.17;2.87;0.07;6.11;7.10;6.98;5.25;18.96
14/04/2024 00:00:30;229.09;229.51;230.89;229.84;398.11;396.81;399.32;31.06;30.96;22.71;12.69;27.79;28.28;22.71;13.89;12.54;0.26;6.31;6.49;5.16;17.96;3.16;2.89;0.07;6.13;7.11;7.14;5.25;19.16
14/04/2024 00:00:40;228.90;229.33;230.66;229.63;397.94;396.67;399.07;31.08;31.25;22.72;12.61;27.83;28.61;22.70;13.82;12.52;0.31;6.32;6.52;5.15;17.98;3.18;2.89;0.07;6.13;7.11;7.14;5.25;19.16
14/04/2024 00:00:50;228.90;229.33;230.66;229.63;397.94;396.67;399.07;31.08;31.25;22.72;12.61;27.83;28.61;22.70;13.82;12.52;0.31;6.32;6.52;5.15;17.98;3.18;2.89;0.07;6.13;7.10;7.18;5.21;19.13
14/04/2024 00:01:00;229.08;229.54;230.87;229.78;397.95;396.80;399.28;31.07;31.31;22.72;12.53;27.76;28.63;22.65;13.89;12.64;0.36;6.30;6.53;5.16;17.99;3.19;2.90;0.07;6.17;7.11;7.19;5.26;19.19
14/04/2024 00:01:10;229.34;229.80;231.11;230.18;397.95;396.80;399.28;31.07;31.31;22.72;12.53;27.76;28.63;22.65;13.89;12.64;0.36;6.30;6.53;5.16;17.99;3.19;2.90;0.07;6.17;7.11;7.19;5.26;19.19
14/04/2024 00:01:20;229.34;229.80;231.11;230.18;398.72;397.48;399.84;31.00;31.25;22.71;12.50;27.77;28.61;22.69;13.91;12.63;0.30;6.31;6.54;5.18;18.01;3.19;2.90;0.05;6.14;7.10;7.19;5.24;19.19
14/04/2024 00:01:30;228.86;229.28;230.62;229.58;397.70;396.63;399.06;31.00;31.33;22.68;12.61;27.83;28.64;22.69;13.91;12.63;0.30;6.31;6.54;5.18;18.01;3.19;2.90;0.05;6.14;7.10;7.19;5.24;19.19
